,num,PET,variation,category,orig_text,clean_text,char_count,word_count,text,label,euph_status
362,363,görme engelli,görme engellilerin,physical/mental attributes,"Ankara Çankaya'da Şehit Mustafa Doğan Caddesi'nde başlatılan kaldırım bakım onarım çalışmasında görme engellilerin ulaşımlarını sağlayabilmeleri için hazırlanan şeritlerden kullanıldı. Ancak şeritlerin görme engelli yurttaşları bir yere ulaştırmadığı aksine desen olarak kullanıldığı görüldü. Kaldırıma dik döşenen şeritler Ankaralıların tepkisini toplarken, Belediyeye ve Belediye Başkanı Melih Gökçek'e tepki yağdı.","ankara çankaya'da şehit mustafa doğan caddesi'nde başlatılan kaldırım bakım onarım çalışmasında görme engellilerin ulaşımlarını sağlayabilmeleri için hazırlanan şeritlerden kullanıldı. ancak şeritlerin görme engelli yurttaşları bir yere ulaştırmadığı aksine desen olarak kullanıldığı görüldü. kaldırıma dik döşenen şeritler ankaralıların tepkisini toplarken, belediyeye ve belediye başkanı melih gökçek'e tepki yağdı.",417,47,"Ankara Çankaya'da Şehit Mustafa Doğan Caddesi'nde başlatılan kaldırım bakım onarım çalışmasında [PET_BOUNDARY]görme engellilerin[PET_BOUNDARY] ulaşımlarını sağlayabilmeleri için hazırlanan şeritlerden kullanıldı. Ancak şeritlerin görme engelli yurttaşları bir yere ulaştırmadığı aksine desen olarak kullanıldığı görüldü. Kaldırıma dik döşenen şeritler Ankaralıların tepkisini toplarken, Belediyeye ve Belediye Başkanı Melih Gökçek'e tepki yağdı.",1,always_euph
2086,2087,tuvalet ihtiyacını karşılamak,tuvalet ihtiyacını karşılamazlar,bodily functions,"veya oyuna dalıp daha fazla oyun oynamak için işemelerini erteler. Ya da okulda teneffüslerde oyun oynamak için tuvalet ihtiyacını karşılamazlar . Bu çocuklar, değişik manevralar kullanarak (örneğin bacaklarını çaprazlayarak) işemeyi ertelerler. Bunun",veya oyuna dalıp daha fazla oyun oynamak için işemelerini erteler ya da okulda teneffüslerde oyun oynamak için tuvalet ihtiyacını karşılamazlar  bu çocuklar değişik manevralar kullanarak örneğin bacaklarını çaprazlayarak işemeyi ertelerler bunun,251,32,"veya oyuna dalıp daha fazla oyun oynamak için işemelerini erteler. Ya da okulda teneffüslerde oyun oynamak için [PET_BOUNDARY]tuvalet ihtiyacını karşılamazlar[PET_BOUNDARY]. Bu çocuklar, değişik manevralar kullanarak (örneğin bacaklarını çaprazlayarak) işemeyi ertelerler. Bunun",1,sometimes_euph
424,425,hayat kadını,hayat kadınlarına,sexual activity,"EDWARDSIN mirası, Taylandda içkiye ve hayat kadınlarına harcadığı iddia edilmişti. 2003te ölen Edwardsın, Bacondan miras kalan çok sayıda tabloyu, Londra ve New Yorktaki galerilere sattığı tahmin ediliyor. 20. yüzyılın ressamlarından Francis Baconın 1992de 10.9 milyon sterlin (yaklaşık 29.5 trilyon TL) miras bıraktığı ""yakın arkadaşı"" John Edwardsın, ölünceye dek servetinin 10 milyon sterlinlik bölümünü harcadığı ortaya çıktı.0","edwardsin mirası, taylandda içkiye ve hayat kadınlarına harcadığı iddia edilmişti. 2003te ölen edwardsın, bacondan miras kalan çok sayıda tabloyu, londra ve new yorktaki galerilere sattığı tahmin ediliyor. 20. yüzyılın ressamlarından francis baconın 1992de 10.9 milyon sterlin (yaklaşık 29.5 trilyon tl) miras bıraktığı ""yakın arkadaşı"" john edwardsın, ölünceye dek servetinin 10 milyon sterlinlik bölümünü harcadığı ortaya çıktı.0",431,56,"EDWARDSIN mirası, Taylandda içkiye ve [PET_BOUNDARY]hayat kadınlarına[PET_BOUNDARY] harcadığı iddia edilmişti. 2003te ölen Edwardsın, Bacondan miras kalan çok sayıda tabloyu, Londra ve New Yorktaki galerilere sattığı tahmin ediliyor. 20. yüzyılın ressamlarından Francis Baconın 1992de 10.9 milyon sterlin (yaklaşık 29.5 trilyon TL) miras bıraktığı ""yakın arkadaşı"" John Edwardsın, ölünceye dek servetinin 10 milyon sterlinlik bölümünü harcadığı ortaya çıktı.0",1,always_euph
1930,1931,seks işçisi,seks işçisi,sexual activity,boş arama yapmasını istemiyorum. Eğer dalga geçmek için aramayı düşünüyorsanız çok kötü şekilde kalp kırarım. Bir seks işçisi olmanın en kötü yanı devamlı olarak cinsel ilişkiye girmek istemenizdir. Gerçek ismim Elif. Bir çok birey beni,boş arama yapmasını istemiyorum eğer dalga geçmek için aramayı düşünüyorsanız çok kötü şekilde kalp kırarım bir seks işçisi olmanın en kötü yanı devamlı olarak cinsel ilişkiye girmek istemenizdir gerçek ismim elif bir çok birey beni,236,35,boş arama yapmasını istemiyorum. Eğer dalga geçmek için aramayı düşünüyorsanız çok kötü şekilde kalp kırarım. Bir [PET_BOUNDARY]seks işçisi[PET_BOUNDARY] olmanın en kötü yanı devamlı olarak cinsel ilişkiye girmek istemenizdir. Gerçek ismim Elif. Bir çok birey beni,1,always_euph
1698,1699,gaz çıkarmak,gaz çıkarıyorsa,bodily functions,", bebeğin kilo alımında bir sıkıntı yoksa, büyümesi sağlıklı bir şekilde devam ediyorsa, günlük olarak düzenli gaz çıkarıyorsa bu, doktorluk bir durum değildir fakat acil olmadığı halde kaka yapamamak bebeği rahatsız ediyorsa, bu nedenle",bebeğin kilo alımında bir sıkıntı yoksa büyümesi sağlıklı bir şekilde devam ediyorsa günlük olarak düzenli gaz çıkarıyorsa bu doktorluk bir durum değildir fakat acil olmadığı halde kaka yapamamak bebeği rahatsız ediyorsa bu nedenle,237,34,", bebeğin kilo alımında bir sıkıntı yoksa, büyümesi sağlıklı bir şekilde devam ediyorsa, günlük olarak düzenli [PET_BOUNDARY]gaz çıkarıyorsa[PET_BOUNDARY] bu, doktorluk bir durum değildir fakat acil olmadığı halde kaka yapamamak bebeği rahatsız ediyorsa, bu nedenle",1,sometimes_euph
1412,1413,iyi saatte olsunlar,İyi saatte olsunlar,misc.,da HADDİNİZİ BİLİN! diyerek bitirirler yorumlarını. Siz de 'İyi de ne dedim ki ben şimdi? ' diye şaşar kalırsınız. İyi saatte olsunlar'ı gelmiştir bu insanların. Her lafa limon sıkanlar: Bu kişiler ya size olan şahsi gıcıklıkları sebebiyle ya da hayata,da haddinizi bilin diyerek bitirirler yorumlarını siz de iyi de ne dedim ki ben şimdi  diye şaşar kalırsınız iyi saatte olsunları gelmiştir bu insanların her lafa limon sıkanlar bu kişiler ya size olan şahsi gıcıklıkları sebebiyle ya da hayata,252,40,da HADDİNİZİ BİLİN! diyerek bitirirler yorumlarını. Siz de 'İyi de ne dedim ki ben şimdi? ' diye şaşar kalırsınız. [PET_BOUNDARY]İyi saatte olsunlar[PET_BOUNDARY]'ı gelmiştir bu insanların. Her lafa limon sıkanlar: Bu kişiler ya size olan şahsi gıcıklıkları sebebiyle ya da hayata,1,sometimes_euph
655,656,madde,madde,substances,"Antalya Emniyet Müdürlüğü'nden yapılan yazılı açıklamaya göre, Antalya girişinde emniyet güçlerince gerçekleştirilen uygulama sırasında durdurulan bir araçta, bir miktar patlayıcı madde ele geçirildi., olayla ilgili olduğu belirlenen iki kişi gözaltına alındı. Zanlıların Antalya Emniyet Müdürlüğü Terörle Mücadele Şube Müdürlüğündeki sorgularının sürdüğü öğrenildi.","antalya emniyet müdürlüğü'nden yapılan yazılı açıklamaya göre, antalya girişinde emniyet güçlerince gerçekleştirilen uygulama sırasında durdurulan bir araçta, bir miktar patlayıcı madde ele geçirildi., olayla ilgili olduğu belirlenen iki kişi gözaltına alındı. zanlıların antalya emniyet müdürlüğü terörle mücadele şube müdürlüğündeki sorgularının sürdüğü öğrenildi.",366,42,"Antalya Emniyet Müdürlüğü'nden yapılan yazılı açıklamaya göre, Antalya girişinde emniyet güçlerince gerçekleştirilen uygulama sırasında durdurulan bir araçta, bir miktar patlayıcı [PET_BOUNDARY]madde[PET_BOUNDARY] ele geçirildi., olayla ilgili olduğu belirlenen iki kişi gözaltına alındı. Zanlıların Antalya Emniyet Müdürlüğü Terörle Mücadele Şube Müdürlüğündeki sorgularının sürdüğü öğrenildi.",0,sometimes_euph
2223,2224,canını teslim etmek,canlılarımızı teslim etmeyeceğiz,death,bu konudaki deneyimlerini bize aktarmasını da isteyeceğiz. Koyduğumuz şartlara uygun olmayan kişilere asla bu canlılarımızı teslim etmeyeceğiz . Masum ve dilsiz canlılarımızı mutlu yuvalarına ulaştırmak için titiz bir şekilde sahiplendirme çalışmamızı,bu konudaki deneyimlerini bize aktarmasını da isteyeceğiz koyduğumuz şartlara uygun olmayan kişilere asla bu canlılarımızı teslim etmeyeceğiz  masum ve dilsiz canlılarımızı mutlu yuvalarına ulaştırmak için titiz bir şekilde sahiplendirme çalışmamızı,251,31,bu konudaki deneyimlerini bize aktarmasını da isteyeceğiz. Koyduğumuz şartlara uygun olmayan kişilere asla bu [PET_BOUNDARY]canlılarımızı teslim etmeyeceğiz[PET_BOUNDARY]. Masum ve dilsiz canlılarımızı mutlu yuvalarına ulaştırmak için titiz bir şekilde sahiplendirme çalışmamızı,0,sometimes_euph
146,147,birlikte olmak,birlikte olan,sexual activity,"Uzun zamandır birlikte olan İsmail Demirci-Hande Soral çifti, geçtiğimiz hafta sonu nişanlandı. Koşuşturmayı atlatan ikili, sosyal medya hesaplarından söz fotoğrafını paylaştı. Güzel oyuncu, fotoğrafa yüzük emojisi koydu. Demirci ise gizem yarattı. İsmail Demirci, nişan fotoğrafına, ""3. gün kulağıma ne söylediyse; nişan günü de aynı şeyi söyledi, istikrar!"" notunu yazdı.","uzun zamandır birlikte olan i̇smail demirci-hande soral çifti, geçtiğimiz hafta sonu nişanlandı. koşuşturmayı atlatan ikili, sosyal medya hesaplarından söz fotoğrafını paylaştı. güzel oyuncu, fotoğrafa yüzük emojisi koydu. demirci ise gizem yarattı. i̇smail demirci, nişan fotoğrafına, ""3. gün kulağıma ne söylediyse; nişan günü de aynı şeyi söyledi, istikrar!"" notunu yazdı.",375,49,"Uzun zamandır [PET_BOUNDARY]birlikte olan[PET_BOUNDARY] İsmail Demirci - Hande Soral çifti, geçtiğimiz hafta sonu nişanlandı. Koşuşturmayı atlatan ikili, sosyal medya hesaplarından söz fotoğrafını paylaştı. Güzel oyuncu, fotoğrafa yüzük emojisi koydu. Demirci ise gizem yarattı. İsmail Demirci, nişan fotoğrafına, ""3. gün kulağıma ne söylediyse; nişan günü de aynı şeyi söyledi, istikrar!"" notunu yazdı.",0,sometimes_euph
338,339,göğüs,göğsüne,physical/mental attributes,"Evli ve 2 çocuk babası oyah Ahmet Iskal, evde kimsenin olmadığı bir sırada av tüfeğiyle göğsüne bir el ateş etti. Silah sesi üzerine eve gelen yakınları, Iskal’ın cansız bedeniyle karşılaştı. ""Ölümümden kimse sorumlu değildir"" diye not bırakan Iskal’ın cesedi, otopsi için Adana Adli Tıp Kurumu’na gönderildi. Olayla ilgili soruşturma başlatıldı.","evli ve 2 çocuk babası oyah ahmet iskal, evde kimsenin olmadığı bir sırada av tüfeğiyle göğsüne bir el ateş etti. silah sesi üzerine eve gelen yakınları, iskal’ın cansız bedeniyle karşılaştı. ""ölümümden kimse sorumlu değildir"" diye not bırakan iskal’ın cesedi, otopsi için adana adli tıp kurumu’na gönderildi. olayla ilgili soruşturma başlatıldı.",346,50,"Evli ve 2 çocuk babası oyah Ahmet Iskal, evde kimsenin olmadığı bir sırada av tüfeğiyle [PET_BOUNDARY]göğsüne[PET_BOUNDARY] bir el ateş etti. Silah sesi üzerine eve gelen yakınları, Iskal’ın cansız bedeniyle karşılaştı. ""Ölümümden kimse sorumlu değildir"" diye not bırakan Iskal’ın cesedi, otopsi için Adana Adli Tıp Kurumu’na gönderildi. Olayla ilgili soruşturma başlatıldı.",0,sometimes_euph
529,530,kaybetmek,kaybettiği,death,"Mesajda şu detaylara yer verildi: Türk futbolunun önemli ismi, Beşiktaş Kulübü’nün Onursal Başkanı Süleyman Seba’nın hayatını kaybettiği haberini üzüntüyle öğrenmiş bulunmaktayız. Seba’ya Yüce Allah’tan rahmet, kederli ailesine, Türk futbol camiasına ve sevenlerine başsağlığı dileriz.","mesajda şu detaylara yer verildi: türk futbolunun önemli ismi, beşiktaş kulübü’nün onursal başkanı süleyman seba’nın hayatını kaybettiği haberini üzüntüyle öğrenmiş bulunmaktayız. seba’ya yüce allah’tan rahmet, kederli ailesine, türk futbol camiasına ve sevenlerine başsağlığı dileriz.",285,34,"Mesajda şu detaylara yer verildi: Türk futbolunun önemli ismi, Beşiktaş Kulübü’nün Onursal Başkanı Süleyman Seba’nın hayatını [PET_BOUNDARY]kaybettiği[PET_BOUNDARY] haberini üzüntüyle öğrenmiş bulunmaktayız. Seba’ya Yüce Allah’tan rahmet, kederli ailesine, Türk futbol camiasına ve sevenlerine başsağlığı dileriz.",1,sometimes_euph
24,25,aybaşı,aybaşı,bodily functions,Aybaşı sancılarını keser .,aybaşı sancılarını keser,24,3,[PET_BOUNDARY]Aybaşı[PET_BOUNDARY] sancılarını keser.,1,sometimes_euph
2021,2022,gaz çıkarmak,gaz çıkarmak,bodily functions,"burada balık avlamaktadır. Çöplerini, zehirli atıklarını ve binlerce ton gübreyi buraya dökmektedir. Petrol ve gaz çıkarmak için denizin derinliklerine elini uzatmaktadır. İklim değişikliği de buna tuz biber ekiyor. Dünyanın her yerinde",burada balık avlamaktadır çöplerini zehirli atıklarını ve binlerce ton gübreyi buraya dökmektedir petrol ve gaz çıkarmak için denizin derinliklerine elini uzatmaktadır iklim değişikliği de buna tuz biber ekiyor dünyanın her yerinde,236,31,"burada balık avlamaktadır. Çöplerini, zehirli atıklarını ve binlerce ton gübreyi buraya dökmektedir. Petrol ve [PET_BOUNDARY]gaz çıkarmak[PET_BOUNDARY] için denizin derinliklerine elini uzatmaktadır. İklim değişikliği de buna tuz biber ekiyor. Dünyanın her yerinde",0,sometimes_euph
714,715,saf,saf,physical/mental attributes,"Uluslararası Güvenlik Destek Gücü'nün (İSAF) yaptığı açıklamada, askerlerin 200 ila 400 kişiden oluşan kalabalığa üsten uzak durmaları uyarısında bulunduğu, bazı sivillerin uyarıyı dikkate almadıkları belirtildi. Bunun üzerine askerlerin uyarı ateşi açtığı kaydedildi. Hem Afgan hem de Amerikan askerlerinin ateş açtığı, hangi güçlerin silahlarından çıkan kurşunların yaralanmalara sebep olduğunu saptamak için soruşturma başlatıldığı bildirildi.","uluslararası güvenlik destek gücü'nün (i̇saf) yaptığı açıklamada, askerlerin 200 ila 400 kişiden oluşan kalabalığa üsten uzak durmaları uyarısında bulunduğu, bazı sivillerin uyarıyı dikkate almadıkları belirtildi. bunun üzerine askerlerin uyarı ateşi açtığı kaydedildi. hem afgan hem de amerikan askerlerinin ateş açtığı, hangi güçlerin silahlarından çıkan kurşunların yaralanmalara sebep olduğunu saptamak için soruşturma başlatıldığı bildirildi.",447,53,"Uluslararası Güvenlik Destek Gücü'nün (İ[PET_BOUNDARY]SAF[PET_BOUNDARY]) yaptığı açıklamada, askerlerin 200 ila 400 kişiden oluşan kalabalığa üsten uzak durmaları uyarısında bulunduğu, bazı sivillerin uyarıyı dikkate almadıkları belirtildi. Bunun üzerine askerlerin uyarı ateşi açtığı kaydedildi. Hem Afgan hem de Amerikan askerlerinin ateş açtığı, hangi güçlerin silahlarından çıkan kurşunların yaralanmalara sebep olduğunu saptamak için soruşturma başlatıldığı bildirildi.",0,sometimes_euph
2106,2107,ihtiyaç gidermek,ihtiyaçlarını gidermesi,bodily functions,"doyurması,[3] –Parmaklarından suların akması ve susuz olan büyük bir ordunun kanıncaya kadar bundan içip bütün ihtiyaçlarını gidermesi ,[4] –Yerden alıp düşman tarafına attığı bir avuç toprağın düşman askerlerinin tamamına isâbet ederek gözlerini",doyurması parmaklarından suların akması ve susuz olan büyük bir ordunun kanıncaya kadar bundan içip bütün ihtiyaçlarını gidermesi  yerden alıp düşman tarafına attığı bir avuç toprağın düşman askerlerinin tamamına isbet ederek gözlerini,246,32,"doyurması,[3] –Parmaklarından suların akması ve susuz olan büyük bir ordunun kanıncaya kadar bundan içip bütün [PET_BOUNDARY]ihtiyaçlarını gidermesi[PET_BOUNDARY],[4] –Yerden alıp düşman tarafına attığı bir avuç toprağın düşman askerlerinin tamamına isâbet ederek gözlerini",0,sometimes_euph
2413,2414,çıkarmak,çıkarılırlar,employment/finances,"oldukları beyan ve söze uydukları esas alınır. Bunun aksi görüldüğü takdirde Yediler Konseyi kararıyla sistemden çıkarılırlar . Ekonomik devamlılığını nasıl sağlıyor? Türetici ve üreticilerin bireysel ve kurumsal desteklerinin yanı sıra,",oldukları beyan ve söze uydukları esas alınır bunun aksi görüldüğü takdirde yediler konseyi kararıyla sistemden çıkarılırlar  ekonomik devamlılığını nasıl sağlıyor türetici ve üreticilerin bireysel ve kurumsal desteklerinin yanı sıra,237,30,"oldukları beyan ve söze uydukları esas alınır. Bunun aksi görüldüğü takdirde Yediler Konseyi kararıyla sistemden [PET_BOUNDARY]çıkarılırlar[PET_BOUNDARY]. Ekonomik devamlılığını nasıl sağlıyor? Türetici ve üreticilerin bireysel ve kurumsal desteklerinin yanı sıra,",1,sometimes_euph
